pitch_type,release_speed,release_pos_x,release_pos_z,pitcher,zone,stand,p_throws,pfx_x,pfx_z,plate_x,plate_z,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,effective_speed,release_spin_rate,release_extension,release_pos_y,pitch_name,spin_axis,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,spin_axis_sin,spin_axis_cos
FF,91.9,3.05,4.87,571760,5.0,L,L,1.46,0.91,-0.2,2.55,-11.446801627824652,-133.26857885454965,-1.9341854025616232,19.975501726584618,31.754809394421407,-21.131658805861605,3.45,1.62,91.8,2313.0,6.7,53.83,4-Seam Fastball,120.0,1.83,1.46,1.46,25.9,0.8660254037844387,-0.49999999999999983
FF,87.7,4.3,4.92,685126,1.0,L,L,0.9,1.24,-0.53,3.4,-13.640330958173276,-127.09870655332676,-0.0741726533821834,12.46187294980024,24.675425717228627,-18.89868503289716,3.34,1.65,88.5,2104.0,6.9,53.63,4-Seam Fastball,132.0,1.74,0.9,0.9,30.9,0.7431448254773942,-0.6691306063588582
CU,80.5,3.56,5.55,666157,8.0,R,L,-0.74,-0.4,-0.08,1.64,-6.644285063272314,-117.12081860792917,-1.227504582044033,-5.501494254585043,22.8514415456452,-35.80279958842498,3.71,1.63,79.9,2511.0,6.0,54.53,Curveball,297.0,3.93,-0.74,0.74,17.4,-0.8910065241883679,0.45399049973954664
SI,91.5,2.18,5.66,663460,14.0,L,L,1.15,0.85,0.84,1.84,-5.911920334460787,-133.0708724181389,-5.669181228154613,14.93133426630532,26.93686713670761,-21.01035019818929,3.91,1.84,92.3,2266.0,6.7,53.81,Sinker,148.0,1.86,1.15,1.15,34.3,0.529919264233205,-0.848048096156426
SI,94.1,1.99,6.39,650911,13.0,R,L,1.39,0.81,-1.32,1.63,-11.695455224437234,-136.34630990928454,-8.42468341485431,19.849763769412544,27.899525957163032,-20.382506250712662,3.3,1.67,94.5,2164.0,6.6,53.93,Sinker,122.0,1.77,1.39,-1.39,,0.8480480961564261,-0.5299192642332048
SI,93.3,-1.53,6.22,669467,13.0,R,R,-1.02,1.22,-0.93,2.13,3.769969244722331,-135.66095557796208,-7.412052322052653,-13.374428193869049,31.9192447399486,-15.606648353666872,3.53,1.76,93.1,2005.0,6.4,54.14,Sinker,195.0,1.41,1.02,1.02,58.5,-0.2588190451025208,-0.9659258262890683
SI,92.0,2.31,6.31,571578,11.0,L,L,1.22,1.03,-0.95,2.96,-11.003138863836227,-133.43302936172026,-4.881651964734844,17.027877170294676,30.114209046749625,-18.94924835687415,3.7,1.58,92.4,2129.0,6.8,53.66,Sinker,141.0,1.69,1.22,1.22,42.2,0.6293203910498374,-0.7771459614569709
FF,90.1,1.06,5.1,676664,5.0,R,L,1.04,1.1,0.26,2.42,-4.195991949023228,-131.11182236108297,-3.018203156078972,12.834693387591653,29.045508245693025,-19.0337146714178,3.46,1.63,90.2,1927.0,6.4,54.06,4-Seam Fastball,132.0,1.71,1.04,-1.04,30.4,0.7431448254773942,-0.6691306063588582
ST,81.0,-0.61,6.58,605280,3.0,R,R,1.7,-0.56,0.57,2.89,-0.6341462674315773,-117.87690675750488,-0.4250661958972208,15.811843085861042,26.60517661562189,-37.46710800210855,3.27,1.58,79.8,2789.0,5.9,54.59,Sweeper,40.0,4.09,-1.7,-1.7,46.8,0.6427876096865393,0.766044443118978
SI,94.0,-1.85,5.25,688297,7.0,R,R,-1.59,0.29,-0.35,1.7,7.510303575821663,-136.61626436520993,-4.128992172348908,-21.559340269252303,31.523462373967792,-27.810316602197386,3.56,1.68,94.9,2113.0,7.0,53.48,Sinker,245.0,2.31,1.59,1.59,26.5,-0.90630778703665,-0.42261826174069916
SI,95.6,-1.92,5.88,670174,3.0,R,R,-1.38,0.6,0.4,3.03,9.203991026458832,-138.838205633141,-3.1602427114211373,-19.98542591789607,33.48440791550877,-23.89549792480226,3.2,1.56,95.0,1969.0,6.2,54.25,Sinker,226.0,1.92,1.38,1.38,43.2,-0.7193398003386512,-0.6946583704589973
SI,89.9,1.52,6.78,592767,13.0,L,L,0.46,1.54,-0.29,1.18,-5.430797037660947,-130.51763407039283,-11.116915435052814,6.3609414385138345,24.59435281327536,-12.459056582420914,2.86,1.37,89.6,2161.0,6.0,54.47,Sinker,148.0,1.27,0.46,0.46,49.0,0.529919264233205,-0.848048096156426
FC,88.2,-2.06,5.77,663436,14.0,R,R,0.26,0.29,1.26,2.36,7.504948526855675,-128.3338364367018,-2.8320037000072973,1.4042240803601846,25.41895643813874,-28.5924008010716,3.38,1.54,88.2,2658.0,6.2,54.28,Cutter,99.0,2.63,-0.26,-0.26,37.0,0.9876883405951378,-0.1564344650402308
CU,81.1,-1.37,5.46,607625,14.0,L,R,0.94,-0.92,0.99,0.08,3.463718669813756,-118.27607772219838,-3.785835616884324,8.406429233028014,18.89325828469171,-40.4741994689076,3.51,1.65,81.7,3437.0,6.2,54.31,Curveball,42.0,4.32,-0.94,0.94,29.5,0.6691306063588582,0.7431448254773942
FF,94.7,-1.49,6.3,547184,11.0,L,R,-0.07,1.1,-0.25,4.25,3.366016860684038,-138.00322052540727,-2.181694044714104,-1.6265929327830952,28.86642934923851,-17.734626830520746,3.49,1.72,94.2,2455.0,5.8,54.73,4-Seam Fastball,202.0,1.42,0.07,-0.07,37.7,-0.374606593415912,-0.9271838545667874
SI,95.2,2.63,6.05,657649,13.0,L,L,1.26,0.99,-1.41,1.46,-13.372106816180567,-137.8203436280437,-8.555791131399936,19.090239130366086,31.56020587756929,-17.700559972216215,3.11,1.45,94.8,2248.0,6.4,54.11,Sinker,151.0,1.56,1.26,1.26,36.4,0.48480962024633717,-0.8746197071393957
FF,94.2,1.14,6.06,650893,6.0,R,L,0.69,1.17,0.57,2.24,-2.9751758685101324,-137.05272230898268,-6.776221183672539,9.356545478772333,29.1653758570396,-16.170698716404484,3.28,1.6,93.6,1996.0,5.9,54.64,4-Seam Fastball,137.0,1.39,0.69,-0.69,41.9,0.6819983600624986,-0.7313537016191705
FF,92.5,1.92,5.74,687792,4.0,R,L,0.71,1.43,-0.37,2.42,-7.444626590696612,-134.43786908944242,-5.8101292091680685,10.230839801243084,28.94634911570533,-13.781036720845876,3.5,1.64,93.1,2383.0,6.7,53.8,4-Seam Fastball,142.0,1.24,0.71,-0.71,39.1,0.6156614753256584,-0.7880107536067219
FF,96.9,-1.68,6.21,642759,3.0,L,R,-0.31,1.32,0.45,3.05,6.40098422610985,-140.95753480865457,-5.907206341400505,-5.59265286757392,33.40047956638772,-13.4346306078089,3.14,1.45,96.9,2301.0,6.4,54.08,4-Seam Fastball,210.0,1.12,0.31,-0.31,46.9,-0.5000000000000001,-0.8660254037844386
CH,84.7,-1.82,5.61,676106,8.0,L,R,-1.52,0.22,-0.15,1.4,6.907590729290504,-123.0814707592288,-3.903047242004852,-16.840677943896324,24.28167627975052,-29.32670856996719,3.13,1.48,84.3,1851.0,6.1,54.42,Changeup,261.0,2.96,1.52,-1.52,26.7,-0.9876883405951377,-0.15643446504023104
FC,89.2,-1.43,6.54,592836,14.0,R,R,0.31,1.01,1.07,0.66,5.466974210261345,-129.48898588492392,-10.556031068836663,2.529467321895538,24.465049994675383,-18.922556162193107,3.62,1.75,89.5,2341.0,6.4,54.1,Cutter,204.0,1.85,-0.31,-0.31,42.4,-0.4067366430758002,-0.9135454576426009
FF,92.7,1.15,6.27,458677,13.0,R,L,0.5,1.64,-1.11,2.45,-6.830999433769447,-134.6177271022759,-7.441052730146603,7.695384966312353,33.49724371379845,-10.758544274713344,3.54,1.65,91.8,2173.0,6.2,54.29,4-Seam Fastball,157.0,1.05,0.5,-0.5,48.7,0.39073112848927377,-0.9205048534524404
FF,89.5,1.66,5.93,477132,3.0,R,L,-0.01,1.28,0.45,3.43,-2.984238792330713,-130.3498613571695,-2.9277134380927774,0.4479824387229827,25.969509054702836,-17.11787595642636,3.42,1.58,90.4,2259.0,6.7,53.8,4-Seam Fastball,173.0,1.55,-0.01,0.01,52.8,0.12186934340514755,-0.992546151641322
FF,96.7,-2.02,6.45,656464,9.0,R,R,-0.59,1.35,0.33,1.73,7.694420611159817,-140.3425896701833,-10.188907444887173,-9.518427252157776,30.93709962336841,-12.214044847039276,3.44,1.59,97.8,2470.0,7.0,53.53,4-Seam Fastball,215.0,1.1,0.59,0.59,43.2,-0.5735764363510462,-0.8191520442889918
SI,88.2,2.51,5.14,671106,12.0,R,L,0.84,0.8,2.66,4.21,-1.3733389453885847,-128.45089761438592,2.1247841096310096,9.551595506064231,25.6031301075497,-23.90080116335862,3.46,1.57,88.1,1847.0,6.1,54.39,Sinker,144.0,2.11,0.84,-0.84,33.4,0.5877852522924732,-0.8090169943749473
ST,78.5,-1.14,6.08,676710,9.0,R,R,1.14,-0.16,0.8,1.49,2.06487872075148,-114.33651709491336,-2.7705003258689773,9.602539555321014,22.12033788703498,-33.25793753726462,3.31,1.48,78.1,2257.0,6.1,54.4,Sweeper,60.0,3.87,-1.14,-1.14,48.1,0.8660254037844386,0.5000000000000001
SL,85.4,1.64,5.59,660761,13.0,L,L,-0.58,0.07,-0.66,0.8,-4.222849955493501,-124.3017186191335,-5.075975605329846,-5.1197024377019895,26.20614846490385,-30.5981271905631,3.62,1.75,84.8,2755.0,6.0,54.5,Slider,258.0,3.07,-0.58,-0.58,43.0,-0.9781476007338056,-0.2079116908177598
CH,82.4,1.73,5.5,660761,12.0,R,L,1.13,0.36,1.28,3.27,-3.179811685867644,-119.88978093676518,0.7625289999155292,11.526450591447876,24.045160850162755,-29.05376477796945,3.29,1.42,81.7,1467.0,5.9,54.6,Changeup,125.0,3.0,1.13,-1.13,38.0,0.8191520442889917,-0.5735764363510462
FF,90.7,-2.05,5.86,628317,12.0,R,R,-0.34,1.41,1.03,2.97,8.3881702184702,-131.7943283779421,-4.296881494362775,-5.76864760337162,27.536014593216844,-14.978244538578323,3.25,1.56,90.3,2311.0,6.1,54.44,4-Seam Fastball,212.0,1.36,0.34,0.34,38.2,-0.5299192642332048,-0.8480480961564261
FF,91.2,2.62,6.21,592662,6.0,R,L,0.85,1.72,0.82,2.6,-6.337557031551299,-132.4055431870322,-6.777208158184462,11.467511563508369,31.86251673232883,-10.649003184999644,3.49,1.69,90.4,2344.0,6.2,54.27,4-Seam Fastball,148.0,1.06,0.85,-0.85,48.1,0.529919264233205,-0.848048096156426
SL,85.7,2.08,5.88,650911,5.0,R,L,-0.14,0.19,-0.03,2.78,-4.793411493544039,-124.85032446868406,-1.4965359644429663,-0.516649479972336,24.067144093298865,-30.11123261337865,3.93,1.88,87.0,2026.0,7.0,53.53,Slider,211.0,2.9,-0.14,0.14,30.4,-0.5150380749100542,-0.8571673007021123
FF,95.8,-3.13,5.5,642547,11.0,L,R,-0.64,1.2,-0.39,4.73,8.74694762433228,-139.26863736143608,0.916008511900894,-10.346855519413522,32.61212115757749,-16.997451914807694,3.63,1.79,96.3,2383.0,6.7,53.78,4-Seam Fastball,210.0,1.29,0.64,-0.64,42.1,-0.5000000000000001,-0.8660254037844386
FF,92.5,3.17,5.32,669084,12.0,L,L,0.37,1.0,0.95,2.6,-6.522297596155596,-134.6322820813671,-3.3301455104148223,5.895741977473372,29.087707977411934,-19.46150683318085,3.5,1.64,93.5,2037.0,6.9,53.63,4-Seam Fastball,139.0,1.66,0.37,0.37,41.5,0.6560590289905073,-0.754709580222772
CU,79.7,-2.53,5.67,663623,4.0,L,R,1.08,-0.2,-0.41,2.61,2.66792503503722,-116.15862051869053,0.2844817618451383,9.485744516214632,18.276200949505103,-34.214130165413415,3.32,1.56,81.7,2424.0,7.2,53.29,Curveball,64.0,3.73,-1.08,1.08,27.6,0.8987940462991669,0.43837114678907746
FF,95.9,-2.41,5.79,642701,14.0,R,R,-0.74,1.06,0.97,1.92,10.524030096457242,-139.41962660443957,-7.072436417999444,-11.635781456658094,24.718713467724307,-16.98549027445245,3.35,1.56,96.1,2642.0,6.0,54.54,4-Seam Fastball,222.0,1.38,0.74,0.74,31.4,-0.6691306063588582,-0.7431448254773942
SI,90.2,1.22,5.81,527048,12.0,R,L,1.32,0.75,1.13,3.65,-2.995909447065143,-131.38024715131013,-1.0357750641653107,15.880837145339765,27.108081426846613,-23.50880887817666,3.48,1.69,89.8,1856.0,5.9,54.59,Sinker,130.0,2.04,1.32,-1.32,44.8,0.766044443118978,-0.6427876096865394
FS,84.7,-1.8,5.67,628317,4.0,L,R,-0.73,0.05,-0.4,2.32,4.690344882951805,-123.37473433471614,-1.6439143903600448,-8.33938411985759,22.885120969268005,-31.577452995621385,3.47,1.62,84.7,1294.0,6.1,54.42,Split-Finger,244.0,3.11,0.73,-0.73,42.8,-0.8987940462991668,-0.43837114678907774
CH,87.4,3.45,5.49,666157,13.0,R,L,1.55,0.1,-0.24,0.65,-12.041095240712384,-126.56776364910044,-5.659485933547522,19.19062450554816,26.49077538324361,-30.04262276596284,3.55,1.6,87.1,1953.0,6.4,54.11,Changeup,109.0,2.92,1.55,-1.55,25.6,0.9455185755993168,-0.32556815445715664
SI,92.0,-1.41,6.34,547001,7.0,L,R,-1.12,0.63,-0.74,1.58,4.097240861670519,-133.76589425692268,-7.489761877602055,-14.263508308654584,32.15404611697648,-23.044519364184648,3.5,1.65,91.1,2285.0,6.0,54.47,Sinker,209.0,2.09,1.12,-1.12,42.2,-0.48480962024633695,-0.8746197071393959
SL,90.7,-1.28,6.23,686613,14.0,R,R,0.31,0.45,0.92,2.05,4.870835766592682,-131.97252768188042,-5.519412817656318,2.57799961930465,28.00553164185444,-25.939401323235938,3.11,1.38,91.3,2289.0,6.6,53.87,Slider,182.0,2.32,-0.31,-0.31,55.3,-0.0348994967025009,-0.9993908270190958
FF,92.8,-2.08,5.78,663623,3.0,R,R,-1.19,0.95,0.59,3.1,9.576080180911394,-134.87073062815813,-3.198871643662554,-16.587351493891806,28.20998517010692,-20.091577835705525,3.58,1.83,94.2,2299.0,7.1,53.42,4-Seam Fastball,235.0,1.7,1.19,1.19,29.9,-0.8191520442889916,-0.5735764363510464
FF,95.3,-1.8,5.43,690953,4.0,R,R,-0.57,1.55,-0.71,2.66,4.197355629803113,-138.61979807698052,-5.14307576561927,-8.317798960538143,33.03906167503066,-11.30625036456984,3.74,1.75,96.0,2563.0,6.9,53.64,4-Seam Fastball,222.0,0.98,0.57,0.57,26.8,-0.6691306063588582,-0.7431448254773942
CH,79.7,2.67,6.18,605488,14.0,R,L,1.11,0.34,0.56,1.37,-6.708915409250582,-115.83032694360548,-4.450618226261168,11.251582013741883,21.27440446371683,-28.46341222636732,3.18,1.51,79.6,1296.0,6.2,54.28,Changeup,127.0,3.25,1.11,-1.11,45.1,0.7986355100472927,-0.6018150231520484
FF,93.0,-2.54,5.71,592332,11.0,L,R,-0.99,1.3,-1.51,2.94,4.825449043766892,-135.3088091607545,-4.147123133292694,-13.180712871588751,32.79252126791641,-15.586337411133307,3.48,1.71,93.3,1923.0,6.7,53.78,4-Seam Fastball,221.0,1.36,0.99,-0.99,36.4,-0.656059028990507,-0.7547095802227721
SI,93.5,-1.38,5.2,657277,13.0,R,R,-1.54,0.01,-1.61,2.17,2.83679611667258,-136.18109852312014,-2.0900208023709013,-19.73426256483928,31.93647838760577,-31.784823500958662,3.76,1.79,94.6,1935.0,7.0,53.47,Sinker,234.0,2.61,1.54,1.54,25.5,-0.8090169943749473,-0.5877852522924732
CU,79.3,-0.34,6.05,676661,11.0,L,R,0.75,-1.36,-0.83,3.88,-2.4942841679678103,-115.2724070508322,4.732334283197709,7.153734073337691,23.74396584172433,-45.40352011568318,3.41,1.65,79.6,2406.0,6.8,53.68,Knuckle Curve,25.0,5.02,-0.75,0.75,60.4,0.42261826174069944,0.9063077870366499
FF,99.5,-1.81,6.42,668881,11.0,R,R,-0.71,1.73,-0.29,3.7,5.898898954365115,-144.59000781887588,-6.091604996774758,-11.448602175609889,38.86882081909515,-6.769905986331426,3.5,1.61,99.4,2448.0,6.7,53.81,4-Seam Fastball,207.0,0.61,0.71,0.71,45.3,-0.4539904997395467,-0.8910065241883679
FF,92.3,-2.89,4.95,684974,12.0,L,R,-1.55,0.85,0.22,3.71,11.274076715381891,-133.9407409379949,0.8481605662996607,-21.15797477484727,29.900520436380425,-22.382999716895217,3.3,1.61,92.1,2399.0,6.4,54.09,4-Seam Fastball,252.0,1.85,1.55,-1.55,12.7,-0.9510565162951535,-0.30901699437494756
SL,84.9,-2.77,6.26,687765,14.0,R,R,0.98,-0.17,0.9,1.51,6.624569821335712,-123.63007096069936,-4.550885659371867,8.968056403750367,21.5121673162413,-33.28097699052631,3.58,1.74,85.1,2814.0,6.1,54.37,Slider,65.0,3.29,-0.98,-0.98,38.5,0.9063077870366499,0.42261826174069944
FF,95.0,2.09,5.63,687792,6.0,R,L,1.18,1.29,0.7,2.53,-6.317966386645577,-138.18813550074802,-5.433111829083978,16.476895079451676,27.761201213206608,-14.580671367403294,3.22,1.52,96.0,2424.0,6.7,53.84,4-Seam Fastball,143.0,1.22,1.18,-1.18,36.3,0.6018150231520482,-0.7986355100472929
SL,87.4,-1.88,5.57,674285,14.0,R,R,0.06,-0.24,1.05,0.74,7.000900255253426,-127.08870232668004,-4.9920541499140905,-0.8988706099294245,27.19371185439338,-33.94135597257181,3.65,1.71,87.7,1860.0,6.6,53.89,Slider,4.0,3.24,-0.06,-0.06,33.8,0.0697564737441253,0.9975640502598242
FF,88.3,-1.39,5.31,607625,14.0,L,R,-0.29,0.91,1.21,1.68,6.909920577138916,-128.4807074217992,-4.660283736282627,-4.531743876419418,24.484950203108493,-21.354193998707725,3.16,1.64,88.2,2422.0,6.0,54.46,4-Seam Fastball,208.0,2.0,0.29,-0.29,32.2,-0.46947156278589086,-0.8829475928589269
FF,95.2,-1.35,6.54,614179,3.0,R,R,-0.43,1.65,0.49,3.01,5.779769980839081,-138.2758387788116,-7.250810546018353,-6.934322733415559,33.126385911762654,-9.63178946553117,3.38,1.66,94.6,2238.0,6.2,54.29,4-Seam Fastball,207.0,0.89,0.43,0.43,45.3,-0.4539904997395467,-0.8910065241883679
FF,93.8,-1.38,5.76,547179,6.0,R,R,-1.06,1.44,0.49,2.79,7.149916896337066,-136.2463574428225,-5.037553161995569,-14.901262015833307,33.37497223884536,-13.397794561301302,3.86,1.84,92.9,2349.0,6.1,54.39,4-Seam Fastball,222.0,1.19,1.06,1.06,41.4,-0.6691306063588582,-0.7431448254773942
ST,86.8,-1.65,5.3,678394,14.0,R,R,0.92,0.09,1.09,2.41,4.664561151897379,-126.37680718032928,-0.8754702025652371,8.761163156633124,27.553629819497388,-31.28775351338324,3.53,1.67,86.2,2549.0,6.1,54.44,Sweeper,23.0,2.95,-0.92,-0.92,28.3,0.39073112848927377,0.9205048534524404
FF,93.5,-2.62,5.25,656427,13.0,L,R,-0.76,1.35,-0.01,1.22,8.438421366337261,-135.6459166451852,-7.57224382501755,-11.326098514726054,32.08576198410498,-13.955990751820954,3.28,1.46,93.4,2307.0,6.6,53.91,4-Seam Fastball,213.0,1.29,0.76,-0.76,27.6,-0.5446390350150271,-0.838670567945424
FF,91.0,1.91,5.91,663687,13.0,R,L,0.89,1.35,-0.93,2.09,-9.135095706011604,-132.01378744991567,-6.527989297261422,12.540743063326415,31.250055295381006,-15.163572513195753,3.64,1.64,91.3,2179.0,6.9,53.59,4-Seam Fastball,148.0,1.45,0.89,-0.89,53.1,0.529919264233205,-0.848048096156426
FC,91.0,-2.98,5.82,641726,14.0,R,R,-0.48,0.7,0.25,1.37,9.0836665224228,-132.1826899486077,-6.73880983285244,-7.489293518782781,26.41359658222126,-22.7541926213173,3.39,1.6,90.7,2355.0,6.0,54.46,Cutter,211.0,2.05,0.48,0.48,30.1,-0.5150380749100542,-0.8571673007021123
SI,95.4,-2.08,6.15,622663,4.0,R,R,-1.09,0.94,-0.47,2.68,6.710817806114071,-138.8526393753027,-5.68663924169006,-15.544823883786048,28.313231123749333,-18.939927598599404,3.4,1.59,96.3,2114.0,6.6,53.94,Sinker,212.0,1.55,1.09,1.09,45.8,-0.5299192642332048,-0.8480480961564261
FF,89.2,2.2,5.82,500779,12.0,R,L,0.28,1.46,1.01,3.52,-3.522472151016127,-129.84940186279286,-2.667916363573982,3.956287882881743,28.691013124004957,-15.396032536292967,3.3,1.43,89.4,1967.0,6.5,54.01,4-Seam Fastball,155.0,1.42,0.28,-0.28,45.5,0.4226182617406995,-0.9063077870366499
CH,85.3,2.51,6.24,607074,14.0,R,L,1.12,0.17,0.35,0.53,-7.297951188116592,-123.94923895923974,-7.465468208939465,13.036704513410855,24.131240123372432,-29.161394999709607,3.62,1.63,85.1,1617.0,6.2,54.3,Changeup,129.0,2.97,1.12,-1.12,43.3,0.777145961456971,-0.6293203910498373
FF,96.2,2.57,5.94,676979,4.0,R,L,0.44,1.36,-0.44,2.54,-9.040860886525842,-139.714556704887,-6.572723719324275,7.674945086345227,29.328763415036903,-13.045908716089542,3.14,1.48,97.1,2540.0,6.8,53.73,4-Seam Fastball,137.0,1.1,0.44,-0.44,32.8,0.6819983600624986,-0.7313537016191705
FS,84.4,-2.07,5.78,628317,7.0,L,R,-0.64,-0.04,-0.75,1.94,4.307558944818052,-122.95009479839824,-2.5419649400138304,-7.279931579199451,22.1330017731586,-32.33203518278572,3.39,1.62,84.3,1400.0,6.0,54.53,Split-Finger,256.0,3.21,0.64,-0.64,38.4,-0.9702957262759965,-0.24192189559966779
ST,80.5,-3.13,5.66,650633,11.0,R,R,1.33,0.74,-0.17,3.93,4.022337210731974,-117.21081972678267,1.4574987800283368,11.3579182038922,23.9902980951698,-25.945186060214866,3.36,1.57,79.7,2610.0,5.9,54.65,Sweeper,66.0,2.8,-1.33,-1.33,29.6,0.9135454576426009,0.4067366430758002
SI,92.6,-1.87,4.88,605400,9.0,R,R,-1.07,0.66,0.66,1.49,8.899407786635965,-134.74477342609867,-4.50310773603443,-14.75177091467545,21.831620086714143,-23.321852639070507,3.48,1.6,94.7,2209.0,6.9,53.56,Sinker,227.0,1.94,1.07,1.07,19.0,-0.7313537016191703,-0.6819983600624986
FC,87.4,-2.28,6.23,502043,6.0,R,R,0.06,0.61,0.47,2.62,6.54519029402901,-127.22093168881162,-3.868123009337901,-0.5874623526481353,24.745919309705616,-24.98934889700867,3.28,1.56,88.4,2329.0,6.8,53.71,Cutter,166.0,2.36,-0.06,-0.06,40.5,0.24192189559966773,-0.9702957262759965
SL,88.5,-3.09,5.68,668909,13.0,R,R,-0.04,0.6,-1.03,2.37,5.218093847134868,-128.76141071935743,-3.3026140018961065,-1.512429062516528,26.08587035252405,-25.04779772260803,3.3,1.53,90.1,2213.0,7.2,53.27,Slider,193.0,2.31,0.04,0.04,33.7,-0.22495105434386498,-0.9743700647852352
CH,86.6,2.11,5.89,669373,14.0,R,L,1.09,0.54,0.41,1.54,-6.2886191917083565,-125.87826758131249,-5.287414668020743,12.824460293102332,24.984448726731397,-25.58983563708841,3.57,1.67,86.7,1656.0,6.3,54.17,Changeup,132.0,2.5,1.09,-1.09,45.5,0.7431448254773942,-0.6691306063588582
SL,86.1,0.63,6.52,669461,13.0,L,L,-0.46,0.18,-2.14,1.9,-5.653136702108294,-125.1728301042436,-5.045227549119302,-3.632196892856231,26.798217310251196,-29.452108747732325,3.22,1.63,86.0,2563.0,6.4,54.06,Slider,241.0,2.92,-0.46,-0.46,47.5,-0.874619707139396,-0.48480962024633684
FF,88.6,1.57,5.48,448179,4.0,R,L,0.5,1.21,-0.36,2.84,-5.768690098012593,-129.046100456575,-3.0034433757454875,6.667467316974455,23.031121894303595,-18.139463680076823,3.62,1.66,89.2,2216.0,6.3,54.18,4-Seam Fastball,153.0,1.65,0.5,-0.5,39.1,0.45399049973954686,-0.8910065241883678
CU,83.6,-2.35,5.67,608334,14.0,R,R,0.47,-0.67,0.4,1.3,5.422652751601209,-121.73362609278765,-2.3735991528798044,3.662971642919901,22.9770050427547,-38.59272991593287,3.29,1.51,83.8,2715.0,6.3,54.22,Curveball,54.0,3.91,-0.47,-0.47,36.0,0.8090169943749475,0.5877852522924731
SI,93.9,-2.44,4.86,669160,11.0,L,R,-1.39,0.42,-1.15,2.71,6.41349119961063,-136.63338158620968,-0.7768542037212002,-18.84136095914839,30.454748949397825,-26.921314758755777,3.49,1.6,93.8,2385.0,6.3,54.22,Sinker,244.0,2.16,1.39,-1.39,12.7,-0.8987940462991668,-0.43837114678907774
CH,87.0,1.45,5.77,608344,14.0,R,L,1.19,0.33,0.22,0.53,-5.39053535367964,-126.56144907073303,-7.134612376566402,13.830592654483825,24.365040264245582,-27.404654565307787,3.3,1.55,87.4,1507.0,6.5,54.05,Changeup,117.0,2.67,1.19,-1.19,33.7,0.8910065241883679,-0.45399049973954675
FF,94.1,-2.4,5.86,592332,9.0,R,R,-0.87,1.42,0.32,1.86,9.022062361236278,-136.64368138362858,-7.832457916426049,-12.882945315461424,29.34342071072468,-12.852610252889225,3.56,1.63,94.4,2269.0,6.5,53.97,4-Seam Fastball,218.0,1.16,0.87,0.87,41.5,-0.6156614753256582,-0.788010753606722
CH,86.3,-1.4,5.66,694350,11.0,L,R,-1.38,0.63,-1.16,2.64,3.37666644923701,-125.650909055089,-2.297247930326994,-15.272963532457682,24.277164013071896,-25.191661670737105,3.08,1.39,86.8,2056.0,6.5,54.04,Changeup,243.0,2.41,1.38,-1.38,41.6,-0.8910065241883678,-0.45399049973954697
CU,79.9,-2.29,5.26,554430,7.0,R,R,0.85,-0.81,-0.59,2.03,2.174469116456151,-116.41998598672456,1.1320528184332557,7.343216859612483,20.4027182712953,-39.95337613431568,3.56,1.62,81.7,2663.0,7.3,53.23,Curveball,63.0,4.35,-0.85,-0.85,28.2,0.8910065241883679,0.45399049973954686
FF,96.9,0.97,5.28,664076,12.0,R,L,0.89,1.3,1.28,4.03,-1.18852767926567,-141.1433208593951,-0.7442971997416425,12.12554876218038,35.6610686472638,-14.986418345788891,3.36,1.54,96.4,2258.0,6.2,54.32,4-Seam Fastball,143.0,1.14,0.89,-0.89,36.8,0.6018150231520482,-0.7986355100472929
FC,88.6,-1.81,5.14,445926,13.0,L,R,-0.05,1.05,-0.98,1.99,2.144853560714028,-129.13838810276974,-3.87632430151758,-0.9836921220603372,25.14367833612217,-19.850820468746715,3.26,1.6,88.9,2189.0,6.2,54.27,Cutter,220.0,1.83,0.05,-0.05,19.7,-0.6427876096865393,-0.766044443118978
FC,93.1,-3.12,5.74,674444,5.0,L,R,-0.07,0.75,0.16,2.87,8.72938152506786,-135.32422357614712,-3.294698060720303,-2.739787740357699,28.538340355234254,-22.455457876983303,3.54,1.63,94.7,2054.0,7.2,53.29,Cutter,186.0,1.88,0.07,-0.07,30.1,-0.1045284632676535,-0.9945218953682733
SL,78.3,3.09,4.83,519242,14.0,R,L,-1.07,-0.48,0.87,1.93,-2.7887897964994344,-113.85709956884511,1.5749272719315477,-8.650540088420666,23.566654963595127,-36.85563376575329,3.35,1.41,77.4,2403.0,6.0,54.5,Slider,308.0,4.24,-1.07,1.07,8.7,-0.7880107536067218,0.6156614753256585
FS,84.0,-2.69,5.57,592332,9.0,L,R,-1.23,0.78,0.39,1.35,9.610222030751212,-121.91076669072316,-4.956213090242591,-14.077161125067535,22.55475161627208,-23.54532692412943,3.24,1.39,84.6,1506.0,6.7,53.78,Split-Finger,240.0,2.45,1.23,-1.23,32.2,-0.8660254037844384,-0.5000000000000004
FF,94.6,-2.31,5.45,680570,1.0,L,R,-1.23,1.1,-0.82,3.03,6.740830373679202,-137.44056879665385,-3.05728248227218,-17.065916735056508,34.22166197462472,-17.805613630397787,3.17,1.4,95.5,2304.0,7.2,53.35,4-Seam Fastball,222.0,1.48,1.23,-1.23,36.0,-0.6691306063588582,-0.7431448254773942
